x,y,z
0.0,0.0,0.0
0.0,0.05,0.014170646637533441
0.0,0.0,0.011660099179536471
0.05,0.0,0.014170647420775388
0.1,0.0,0.01705038569352917
0.1,0.05,0.020721521060613115
0.05,0.05,0.01722174349816526
0.1,0.05,0.020721521060613115
0.1,0.0,0.01705038569352917
0.05,0.0,0.014170647420775388
0.1,0.0,0.01705038569352917
0.05,0.0,0.014170647420775388
0.1,0.0,0.01705038569352917
0.1,-0.05,0.013890050947848906
0.15000000000000002,-0.05,0.016546472678600457
0.15000000000000002,0.0,0.020311209952203875
0.15000000000000002,-0.05,0.016546472678600457
0.2,-0.05,0.019514799602887885
0.2,0.0,0.02395490565427104
0.25,0.0,0.027971143965862588
0.2,0.0,0.02395490565427104
0.2,0.05,0.02911266002998825
0.2,0.1,0.035028889404393006
0.15000000000000002,0.1,0.029700769322522563
0.10000000000000002,0.1,0.02493251625442382
0.15000000000000002,0.1,0.029700769322522563
0.15000000000000002,0.05,0.024684436609122336
0.15000000000000002,0.1,0.029700769322522563
0.15000000000000002,0.15000000000000002,0.035380929104850405
0.15000000000000002,0.10000000000000002,0.029700769322522563
0.15000000000000002,0.05000000000000002,0.024684436609122336
0.15000000000000002,0.10000000000000002,0.029700769322522563
0.10000000000000002,0.10000000000000002,0.02493251625442382
0.10000000000000002,0.05000000000000002,0.020721521060613115
0.05000000000000002,0.05000000000000002,0.01722174349816526
0.05000000000000002,1.3877787807814457e-17,0.014170647420775388
1.3877787807814457e-17,1.3877787807814457e-17,0.011660099179536471
1.3877787807814457e-17,0.05000000000000002,0.014170646637533441
1.3877787807814457e-17,0.10000000000000002,0.017050383345490545
1.3877787807814457e-17,0.15000000000000002,0.020311204657542582
1.3877787807814457e-17,0.2,0.023954895016038254
0.05000000000000002,0.2,0.029112648712557962
0.10000000000000002,0.2,0.035028878676478976
0.05000000000000002,0.2,0.029112648712557962
0.10000000000000002,0.2,0.035028878676478976
0.10000000000000002,0.25,0.040901749095968776
0.05000000000000002,0.25,0.03399361606561818
0.05000000000000002,0.3,0.03929796535638668
0.10000000000000002,0.3,0.047284040518997754
0.05000000000000002,0.3,0.03929796535638668
0.10000000000000002,0.3,0.047284040518997754
0.10000000000000002,0.35,0.05411832380826853
0.05000000000000002,0.35,0.044977966983050136
0.05000000000000002,0.3,0.03929796535638668
1.3877787807814457e-17,0.3,0.03233572607531068
0.05000000000000002,0.3,0.03929796535638668
0.05000000000000002,0.35,0.044977966983050136
0.05000000000000002,0.39999999999999997,0.05096671384884496
0.05000000000000002,0.44999999999999996,0.05717820270191324
0.10000000000000002,0.44999999999999996,0.0687978737339826
0.15000000000000002,0.44999999999999996,0.08195521716726656
0.10000000000000002,0.44999999999999996,0.0687978737339826
0.15000000000000002,0.44999999999999996,0.08195521716726656
0.15000000000000002,0.49999999999999994,0.09102853011405611
0.2,0.49999999999999994,0.10735844241005654
0.25,0.49999999999999994,0.12535797527741632
0.25,0.44999999999999996,0.11286285770400702
0.3,0.44999999999999996,0.13047398367978486
0.35,0.44999999999999996,0.14933236595085908
0.35,0.49999999999999994,0.1658650467079083
0.35,0.5499999999999999,0.18239497290816595
0.3,0.5499999999999999,0.15936129015355055
0.3,0.49999999999999994,0.14491884046391892
0.25,0.49999999999999994,0.12535797527741632
0.25,0.44999999999999996,0.11286285770400702
0.3,0.44999999999999996,0.13047398367978486
0.25,0.44999999999999996,0.11286285770400702
0.3,0.44999999999999996,0.13047398367978486
0.35,0.44999999999999996,0.14933236595085908
0.35,0.49999999999999994,0.1658650467079083
0.3,0.49999999999999994,0.14491884046391892
0.25,0.49999999999999994,0.12535797527741632
0.25,0.5499999999999999,0.13785101038090578
0.3,0.5499999999999999,0.15936129015355055
0.25,0.5499999999999999,0.13785101038090578
0.25,0.6,0.1500807522217133
0.25,0.65,0.16176967150286417
0.2,0.65,0.13854196050067308
0.2,0.7000000000000001,0.1478463115868324
0.15000000000000002,0.7000000000000001,0.12535792991700034
0.15000000000000002,0.7500000000000001,0.1324457532822798
0.15000000000000002,0.7000000000000001,0.12535792991700034
0.15000000000000002,0.65,0.11746883207874759
0.2,0.65,0.13854196050067308
0.15000000000000002,0.65,0.11746883207874759
0.15000000000000002,0.7000000000000001,0.12535792991700034
0.15000000000000002,0.7500000000000001,0.1324457532822798
0.15000000000000002,0.8000000000000002,0.13854196183160533
0.2,0.8000000000000002,0.1633954775282254
0.15000000000000002,0.8000000000000002,0.13854196183160533
0.15000000000000002,0.7500000000000001,0.1324457532822798
0.15000000000000002,0.7000000000000001,0.12535792991700034
0.10000000000000002,0.7000000000000001,0.10523257879426512
0.05000000000000002,0.7000000000000001,0.08745923803189079
1.3877787807814457e-17,0.7000000000000001,0.07196448703555088
1.3877787807814457e-17,0.65,0.06743557764283808
1.3877787807814457e-17,0.7000000000000001,0.07196448703555088
1.3877787807814457e-17,0.7500000000000001,0.07603340618800507
0.05000000000000002,0.7500000000000001,0.09240424129631326
0.05000000000000002,0.8000000000000002,0.09665741730368896
0.05000000000000002,0.7500000000000001,0.09240424129631326
1.3877787807814457e-17,0.7500000000000001,0.07603340618800507
1.3877787807814457e-17,0.8000000000000002,0.07953306555818636
1.3877787807814457e-17,0.7500000000000001,0.07603340618800507
1.3877787807814457e-17,0.8000000000000002,0.07953306555818636
-0.04999999999999999,0.8000000000000002,0.0647913940481625
-0.04999999999999999,0.8500000000000002,0.06709924917275825
1.3877787807814457e-17,0.8500000000000002,0.08236601699403549
1.3877787807814457e-17,0.9000000000000002,0.08445113304379738
1.3877787807814457e-17,0.9500000000000003,0.08572746422760377
1.3877787807814457e-17,0.9000000000000002,0.08445113304379738
1.3877787807814457e-17,0.9500000000000003,0.08572746422760377
0.05000000000000002,0.9500000000000003,0.10418554774255857
0.05000000000000002,0.9000000000000002,0.10263440397952342
0.10000000000000002,0.9000000000000002,0.1234916301327271
0.15000000000000002,0.9000000000000002,0.14710897345312368
0.2,0.9000000000000002,0.17349936902449264
0.2,0.8500000000000002,0.16921560795191207
0.15000000000000002,0.8500000000000002,0.14347680775454633
0.2,0.8500000000000002,0.16921560795191207
0.25,0.8500000000000002,0.1975860303170632
0.2,0.8500000000000002,0.16921560795191207
0.2,0.9000000000000002,0.17349936902449264
0.2,0.8500000000000002,0.16921560795191207
0.2,0.8000000000000002,0.1633954775282254
0.2,0.7500000000000001,0.1562056458189458
0.2,0.8000000000000002,0.1633954775282254
0.15000000000000002,0.8000000000000002,0.13854196183160533
0.15000000000000002,0.8500000000000002,0.14347680775454633
0.2,0.8500000000000002,0.16921560795191207
0.2,0.8000000000000002,0.1633954775282254
0.2,0.8500000000000002,0.16921560795191207
0.2,0.9000000000000002,0.17349936902449264
0.15000000000000002,0.9000000000000002,0.14710897345312368
0.10000000000000002,0.9000000000000002,0.1234916301327271
0.15000000000000002,0.9000000000000002,0.14710897345312368
0.2,0.9000000000000002,0.17349936902449264
0.2,0.9500000000000003,0.176121548226945
0.15000000000000002,0.9500000000000003,0.1493322908757721
0.2,0.9500000000000003,0.176121548226945
0.25,0.9500000000000003,0.2056498407664548
0.3,0.9500000000000003,0.23773953052304894
0.3,0.9000000000000002,0.2341999071475002
0.3,0.8500000000000002,0.22841739742233272
0.35,0.8500000000000002,0.26143232116634774
0.3,0.8500000000000002,0.22841739742233272
